Date,매출,예측
2021.10.28,110.81,111.55
2021.7.29,113.08,115.42
2021.4.29,108.53,104.51
2021.2.2,125.56,119.7
2020.10.29,96.15,92.78
2020.7.30,88.91,81.45
2020.4.30,75.45,73.74
2020.1.30,87.44,86.03
2019.10.24,69.98,68.83
2019.7.25,63.4,62.52
2019.4.25,59.7,59.7
