symbol,Date,Close,High,low,Open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor
AAPL,2016-07-07 00:00:00+00:00,95.94,96.5,95.62,95.7,25139558,22.40328019,22.53404772,22.32855589,22.34723696,100558232,0,1
AAPL,2016-07-08 00:00:00+00:00,96.68,96.89,96.05,96.49,28912103,22.57608014,22.62511796,22.42896667,22.53171259,115648412,0,1
AAPL,2016-07-11 00:00:00+00:00,96.98,97.65,96.73,96.75,23794945,22.64613417,22.80258818,22.58775581,22.59242608,95179780,0,1
AAPL,2016-07-12 00:00:00+00:00,97.42,97.7,97.12,97.17,24167463,22.74888009,22.81426386,22.67882606,22.69050173,96669852,0,1
AAPL,2016-07-13 00:00:00+00:00,96.87,97.67,96.84,97.41,25892171,22.6204477,22.80725845,22.61344229,22.74654496,103568684,0,1
AAPL,2016-07-14 00:00:00+00:00,98.79,98.99,97.32,97.39,38918997,23.06879352,23.1154962,22.72552875,22.74187469,155675988,0,1
AAPL,2016-07-15 00:00:00+00:00,98.78,99.3,98.5,98.92,30136990,23.06645838,23.18788537,23.00107462,23.09915026,120547960,0,1
AAPL,2016-07-18 00:00:00+00:00,99.83,100.13,98.6,98.7,36493867,23.3116475,23.38170154,23.02442596,23.0477773,145975468,0,1
AAPL,2016-07-19 00:00:00+00:00,99.87,100,99.34,99.56,23779924,23.32098804,23.35134479,23.19722591,23.24859887,95119696,0,1
AAPL,2016-07-20 00:00:00+00:00,99.96,100.46,99.735,100,26275968,23.34200425,23.45876097,23.28946372,23.35134479,105103872,0,1
AAPL,2016-07-21 00:00:00+00:00,99.43,101,99.13,99.83,32702028,23.21824212,23.58485823,23.14818809,23.3116475,130808112,0,1
AAPL,2016-07-22 00:00:00+00:00,98.66,99.3,98.31,99.26,28313669,23.03843677,23.18788537,22.95670706,23.17854484,113254676,0,1
AAPL,2016-07-25 00:00:00+00:00,97.34,98.84,96.92,98.25,40382921,22.73019902,23.08046919,22.63212337,22.94269625,161531684,0,1
AAPL,2016-07-26 00:00:00+00:00,96.67,97.97,96.42,96.82,56239822,22.57374501,22.87731249,22.51536664,22.60877202,224959288,0,1
AAPL,2016-07-27 00:00:00+00:00,102.95,104.35,102.75,104.265,92344820,24.04020946,24.36712829,23.99350677,24.34727964,369379280,0,1
AAPL,2016-07-28 00:00:00+00:00,104.34,104.45,102.82,102.83,39869839,24.36479315,24.39047963,24.00985271,24.01218784,159479356,0,1
AAPL,2016-07-29 00:00:00+00:00,104.21,104.55,103.68,104.19,27733688,24.3344364,24.41383097,24.21067428,24.32976613,110934752,0,1
AAPL,2016-08-01 00:00:00+00:00,106.05,106.15,104.41,104.41,38167871,24.76410115,24.78745249,24.38113909,24.38113909,152671484,0,1
AAPL,2016-08-02 00:00:00+00:00,104.48,106.07,104,106.05,33816556,24.39748503,24.76877142,24.28539858,24.76410115,135266224,0,1
AAPL,2016-08-03 00:00:00+00:00,105.79,105.84,104.77,104.81,30202641,24.70338765,24.71506332,24.46520393,24.47454447,120810564,0,1
AAPL,2016-08-04 00:00:00+00:00,105.87,106,105.28,105.58,27408650,24.85517139,24.88569158,24.71665669,24.7870879,109634600,0.57,1
AAPL,2016-08-05 00:00:00+00:00,107.48,107.65,106.18,106.27,40553402,25.23315218,25.27306319,24.9279503,24.94907966,162213608,0,1
AAPL,2016-08-08 00:00:00+00:00,108.37,108.37,107.16,107.52,28037220,25.44209808,25.44209808,25.15802556,25.24254301,112148880,0,1
AAPL,2016-08-09 00:00:00+00:00,108.81,108.94,108.01,108.23,26315204,25.54539718,25.57591736,25.35758064,25.40923018,105260816,0,1
AAPL,2016-08-10 00:00:00+00:00,108,108.9,107.76,108.71,24008505,25.35523293,25.56652654,25.29888797,25.52192011,96034020,0,1
AAPL,2016-08-11 00:00:00+00:00,107.93,108.93,107.85,108.52,27484506,25.33879898,25.57356966,25.32001733,25.47731368,109938024,0,1
AAPL,2016-08-12 00:00:00+00:00,108.18,108.44,107.78,107.78,18660434,25.39749165,25.45853203,25.30358338,25.30358338,74641736,0,1
AAPL,2016-08-15 00:00:00+00:00,109.48,109.54,108.08,108.14,25868209,25.70269353,25.71677977,25.37401458,25.38810082,103472836,0,1
AAPL,2016-08-16 00:00:00+00:00,109.38,110.23,109.21,109.63,33794448,25.67921646,25.87877154,25.63930545,25.73790913,135177792,0,1
AAPL,2016-08-17 00:00:00+00:00,109.22,109.37,108.34,109.1,25355976,25.64165315,25.67686875,25.43505496,25.61348067,101423904,0,1
AAPL,2016-08-18 00:00:00+00:00,109.08,109.6,109.02,109.23,21984703,25.60878526,25.73086601,25.59469902,25.64400086,87938812,0,1
AAPL,2016-08-19 00:00:00+00:00,109.36,109.69,108.36,108.77,25368072,25.67452105,25.75199537,25.43975037,25.53600635,101472288,0,1
AAPL,2016-08-22 00:00:00+00:00,108.51,109.1,107.85,108.86,25820230,25.47496597,25.61348067,25.32001733,25.55713571,103280920,0,1
AAPL,2016-08-23 00:00:00+00:00,108.85,109.32,108.53,108.59,21257669,25.554788,25.66513022,25.47966139,25.49374763,85030676,0,1
AAPL,2016-08-24 00:00:00+00:00,108.03,108.75,107.68,108.565,23675081,25.36227605,25.53131094,25.28010631,25.48787836,94700324,0,1
AAPL,2016-08-25 00:00:00+00:00,107.57,107.88,106.68,107.39,25086248,25.25428154,25.32706045,25.04533564,25.21202282,100344992,0,1
AAPL,2016-08-26 00:00:00+00:00,106.94,107.95,106.31,107.41,27766291,25.10637601,25.3434944,24.95847049,25.21671823,111065164,0,1
AAPL,2016-08-29 00:00:00+00:00,106.82,107.44,106.29,106.62,24970300,25.07820353,25.22376135,24.95377507,25.0312494,99881200,0,1
AAPL,2016-08-30 00:00:00+00:00,106,106.5,105.5,105.8,24863945,24.88569158,25.00307692,24.76830624,24.83873744,99455780,0,1
AAPL,2016-08-31 00:00:00+00:00,106.1,106.5699,105.64,105.66,29662406,24.90916865,25.01948739,24.80117414,24.80586955,118649624,0,1
