Date,매출,예측
2021.11.4,4.85,4.42
2021.8.4,3.93,3.76
2021.5.5,2.9,3.27
2021.2.10,3.17,3.16
2020.11.5,3.13,3.2
2020.8.6,2.24,2.08
2020.5.7,3.54,3.53
2020.2.6,4.07,4.07
