Date,매출,예측
2021.10.26,65.12,63.58
2021.7.27,61.88,56.19
2021.4.27,55.31,51.51
2021.2.2,56.9,52.69
2020.10.29,46.17,42.8
2020.7.30,38.3,37.33
2020.4.28,41.16,40.8
2020.2.3,46.08,46.93
2019.10.28,40.5,40.31
2019.7.25,38.94,38.15
2019.4.29,36.34,37.3
