Date,매출,예측
2021.11.2,24.09,22.58
2021.7.28,18.98,18.71
2021.5.4,14.58,13.65
2021.2.2,11.68,11.47
2020.10.27,12.13,12.31
2020.7.28,11.8,11.54
2020.4.28,12.03,11.81
2020.1.28,12.69,12.61
2019.10.29,12.68,12.26
2019.7.29,13.26,13.4
2019.4.20,13.12,12.99
